code,product_name,brands,categories,categories_tags,countries,countries_tags,nutriscore_grade,nova_group,last_modified_t,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,salt_100g,proteins_100g,fiber_100g,sodium_100g,product_name_pref,last_modified_ts,brands_arr,brands_clean_arr,brand_primary,categories_arr,categories_codes,primary_category_code,countries_arr,countries_codes,country_primary_code,event_date,has_name,has_brands,core_nutrients_count,completeness_score,quality_issues_json
8414.0,,,,,en:united-states,en:united-states,unknown,4,1752349049,333.0,,0.0,0.0,61.1,0.0,0.0,5.56,0.0,,2025-07-12T19:37:29.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2025-07-12,0,0,5,0.7142857142857143,
8430.0,Poulet cajun,powermeals,,,en:ireland,en:ireland,unknown,,1728040655,185.0,774.0,6.09999990463257,0.899999976158142,0.5,0.500000007450581,31.1000003814697,0.300000011920929,0.200000002980232,Poulet cajun,2024-10-04T11:17:35.000Z,"[\"powermeals\"]","[\"powermeals\"]",powermeals,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,5,1.0,
8692.0,,,,,en:united states,en:united-states,unknown,,1728058370,,,,,,,,,,,2024-10-04T16:12:50.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,0,0,0,0.0,
8724.0,,,,,en:united-states,en:united-states,unknown,,1761302816,,,,,,,,,,,2025-10-24T10:46:56.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2025-10-24,0,0,0,0.0,
8884.0,Farine Bio Sfeya,,,,en:france,en:france,unknown,,1748985061,,,,,,,,,,Farine Bio Sfeya,2025-06-03T21:11:01.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2025-06-03,1,0,0,0.14285714285714285,
9001.0,Naranjitos,,"botanas, snacks dulces, cacao y sus productos, dulces, dulces de chocolate, bombones, en:fruit confectioneries, frutas recubiertas de chocolate","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:fruit-confectioneries,en:chocolate-covered-fruits",españa,en:spain,e,,1728040807,412.0,,16.7,10.8,56.6,0.0,3.0,,0.0,Naranjitos,2024-10-04T11:20:07.000Z,,,,"[\"en:snacks\",\"en:sweet-snacks\",\"en:cocoa-and-its-products\",\"en:confectioneries\",\"en:chocolate-candies\",\"en:bonbons\",\"en:fruit-confectioneries\",\"en:chocolate-covered-fruits\"]","[\"snacks\",\"sweet-snacks\",\"cocoa-and-its-products\",\"confectioneries\",\"chocolate-candies\",\"bonbons\",\"fruit-confectioneries\",\"chocolate-covered-fruits\"]",snacks,"[\"en:spain\"]","[\"spain\"]",spain,2024-10-04,1,0,5,0.8571428571428571,
9222.0,Copos de avena,brüggen,"alimentos y bebidas de origen vegetal,alimentos de origen vegetal,desayunos,cereales y patatas,cereales y derivados,cereales para el desayuno,copos,copos de cereales,en:rolled flakes,copos de avena","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:rolled-flakes,en:rolled-oats",españa,en:spain,unknown,,1761313622,375.0,,7.0,1.3,0.7,,14.0,10.0,,Copos de avena,2025-10-24T13:47:02.000Z,"[\"brüggen\"]","[\"brüggen\"]",brüggen,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:breakfasts\",\"en:cereals-and-potatoes\",\"en:cereals-and-their-products\",\"en:breakfast-cereals\",\"en:flakes\",\"en:cereal-flakes\",\"en:rolled-flakes\",\"en:rolled-oats\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"breakfasts\",\"cereals-and-potatoes\",\"cereals-and-their-products\",\"breakfast-cereals\",\"flakes\",\"cereal-flakes\",\"rolled-flakes\",\"rolled-oats\"]",plant-based-foods-and-beverages,"[\"en:spain\"]","[\"spain\"]",spain,2025-10-24,1,1,4,0.8571428571428571,
9277.0,,knorr,,,en:french-guiana,en:french-guiana,unknown,,1728059068,,,,,,,,,,,2024-10-04T16:24:28.000Z,"[\"knorr\"]","[\"knorr\"]",knorr,,,,"[\"en:french-guiana\"]","[\"french-guiana\"]",french-guiana,2024-10-04,0,1,0,0.14285714285714285,
9409.0,,,sac poubelle,fr:sac-poubelle,en:france,en:france,unknown,,1764503908,,,,,,,,,,,2025-11-30T11:58:28.000Z,,,,"[\"fr:sac-poubelle\"]","[\"sac-poubelle\"]",sac-poubelle,"[\"en:france\"]","[\"france\"]",france,2025-11-30,0,0,0,0.0,
9597.0,Miel con arándanos,nature,"desayunos, untables, untables dulces, productos apícolas, productos agrícolas, endulzantes, mieles","en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",en:argentina,en:argentina,unknown,,1728059393,,,0.0,,,0.0,0.0,0.0,0.0,Miel con arándanos,2024-10-04T16:29:53.000Z,"[\"nature\"]","[\"nature\"]",nature,"[\"en:breakfasts\",\"en:spreads\",\"en:sweet-spreads\",\"en:bee-products\",\"en:farming-products\",\"en:sweeteners\",\"en:honeys\"]","[\"breakfasts\",\"spreads\",\"sweet-spreads\",\"bee-products\",\"farming-products\",\"sweeteners\",\"honeys\"]",breakfasts,"[\"en:argentina\"]","[\"argentina\"]",argentina,2024-10-04,1,1,3,0.7142857142857143,
9898.0,,,,,en:french-guiana,en:french-guiana,unknown,,1727977867,,,,,,,,,,,2024-10-03T17:51:07.000Z,,,,,,,"[\"en:french-guiana\"]","[\"french-guiana\"]",french-guiana,2024-10-03,0,0,0,0.0,
